employee_id,full_name,gender,age,education,city,department,job_title,job_level,employment_type,hire_date,exit_date,tenure_years,annual_salary_inr,performance_score,satisfaction_score,training_hours,promotions,manager_id,attrition,exit_reason,attrition_flag,hire_year,hire_month,exit_year,exit_month,age_band,salary_band,perf_category,engagement_risk,salary_L
EMP1267,Nirja Thakur,Male,45,Bachelor's,Hyderabad,Operations,Junior Operations Specialist,Junior,Full-time,2020-08-08,,4.4,400848,3.1,1.8,75,2,EMP1007,No,Active,0,2020,8,,,46+,<5L,Good,0,4.01
EMP1268,Jyoti Dutt,Male,42,Bachelor's,Chennai,Legal,Mid Legal Specialist,Mid,Full-time,2022-09-29,,2.26,1042015,2.6,1.9,50,0,EMP1072,No,Active,0,2022,9,,,36-45,9-14L,Average,1,10.42
EMP1269,Udarsh Ghosh,Female,42,Master's,Kolkata,Operations,Manager Operations Specialist,Manager,Full-time,2017-11-21,2024-12-04,7.12,1205478,3.1,4.3,45,1,EMP1063,Yes,Better compensation,1,2017,11,2024.0,12.0,36-45,9-14L,Good,0,12.05
EMP1270,Jack Mahajan,Female,26,PhD,Chennai,Engineering,Lead Engineering Specialist,Lead,Part-time,2020-01-05,,4.99,1265806,3.7,3.4,47,0,EMP1079,No,Active,0,2020,1,,,26-35,9-14L,Good,0,12.66
EMP1271,Faqid Sood,Male,31,Master's,Pune,Finance,Senior Finance Specialist,Senior,Full-time,2015-10-20,,9.21,827822,4.1,1.6,38,2,EMP1100,No,Active,0,2015,10,,,26-35,5-9L,Excellent,0,8.28
EMP1272,Yashvi Butala,Male,22,Bachelor's,Mumbai,Engineering,Lead Engineering Specialist,Lead,Full-time,2019-01-27,,5.93,2939055,3.6,4.3,14,0,EMP1051,No,Active,0,2019,1,,,18-25,20L+,Good,0,29.39
EMP1273,Urmi Narula,Non-binary,25,Bachelor's,Mumbai,Operations,Junior Operations Specialist,Junior,Full-time,2015-09-19,2020-05-31,9.29,619260,2.2,3.1,53,0,EMP1032,Yes,Limited growth,1,2015,9,2020.0,5.0,26-35,5-9L,Average,0,6.19
EMP1274,Ladli Chhabra,Male,23,Master's,Kolkata,Marketing,Senior Marketing Specialist,Senior,Contract,2019-12-21,,5.03,1391611,3.1,4.2,64,0,EMP1070,No,Active,0,2019,12,,,18-25,9-14L,Good,0,13.92
EMP1275,Kai Chana,Female,40,Master's,Chennai,Engineering,Manager Engineering Specialist,Manager,Part-time,2021-02-24,,3.85,2724736,5.0,3.8,76,0,EMP1082,No,Active,0,2021,2,,,36-45,20L+,Excellent,0,27.25
EMP1276,Banjeet Shenoy,Male,31,Bachelor's,Delhi,Engineering,Senior Engineering Specialist,Senior,Full-time,2018-06-22,,6.53,1849670,3.6,3.2,5,0,EMP1098,No,Active,0,2018,6,,,26-35,14-20L,Good,0,18.5
EMP1277,Meera Lad,Male,22,Master's,Kolkata,Engineering,Lead Engineering Specialist,Lead,Full-time,2018-11-09,2024-08-13,6.15,1940050,2.7,2.0,33,1,EMP1071,Yes,Personal reasons,1,2018,11,2024.0,8.0,18-25,14-20L,Average,1,19.4
EMP1278,Guneet Nayak,Female,29,Bachelor's,Hyderabad,Operations,Mid Operations Specialist,Mid,Full-time,2019-08-14,2023-12-30,5.39,820692,3.5,3.2,70,1,EMP1079,Yes,Work-life balance,1,2019,8,2023.0,12.0,26-35,5-9L,Good,0,8.21
EMP1279,Chasmum Sankar,Female,35,Bachelor's,Bengaluru,Engineering,Lead Engineering Specialist,Lead,Full-time,2022-09-05,,2.32,1823165,3.7,4.5,41,0,EMP1059,No,Active,0,2022,9,,,36-45,14-20L,Good,0,18.23
EMP1280,Ubika Pradhan,Male,25,Bachelor's,Mumbai,Operations,Senior Operations Specialist,Senior,Full-time,2018-01-19,2018-11-08,6.95,1091939,3.0,1.9,5,0,EMP1020,Yes,Personal reasons,1,2018,1,2018.0,11.0,26-35,9-14L,Good,0,10.92
EMP1281,Aarini Halder,Male,33,Master's,Kolkata,Finance,Junior Finance Specialist,Junior,Full-time,2017-06-08,,7.57,660261,3.0,3.9,14,1,EMP1019,No,Active,0,2017,6,,,26-35,5-9L,Good,0,6.6
EMP1282,Baljiwan Desai,Male,48,Bachelor's,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Part-time,2023-09-13,,1.3,974690,4.0,2.8,19,3,EMP1092,No,Active,0,2023,9,,,46+,9-14L,Excellent,0,9.75
EMP1283,Madhav Pau,Male,45,Master's,Pune,Operations,Junior Operations Specialist,Junior,Full-time,2023-08-25,,1.35,561242,4.1,4.8,30,0,EMP1088,No,Active,0,2023,8,,,46+,5-9L,Excellent,0,5.61
EMP1284,Rachana Bail,Male,31,Bachelor's,Bengaluru,Engineering,Manager Engineering Specialist,Manager,Part-time,2018-08-16,2024-09-16,6.38,1906754,3.7,2.1,31,3,EMP1031,Yes,Better compensation,1,2018,8,2024.0,9.0,26-35,14-20L,Good,0,19.07
EMP1285,Udyati Tak,Male,23,Master's,Chennai,Sales,Senior Sales Specialist,Senior,Full-time,2018-08-22,2020-03-24,6.36,565253,2.4,4.1,80,0,EMP1099,Yes,Limited growth,1,2018,8,2020.0,3.0,18-25,5-9L,Average,0,5.65
EMP1286,Amruta Dani,Female,46,Master's,Bengaluru,Marketing,Junior Marketing Specialist,Junior,Full-time,2016-10-07,,8.24,658353,3.9,3.5,23,1,EMP1014,No,Active,0,2016,10,,,46+,5-9L,Good,0,6.58
EMP1287,Imaran Oza,Female,47,Diploma,Chennai,HR,Junior HR Specialist,Junior,Full-time,2017-08-11,,7.39,434415,3.6,2.6,52,0,EMP1018,No,Active,0,2017,8,,,46+,<5L,Good,0,4.34
EMP1288,Chavvi Oommen,Female,37,Bachelor's,Mumbai,Engineering,Mid Engineering Specialist,Mid,Full-time,2015-06-11,,9.56,1788738,5.0,3.7,45,1,EMP1036,No,Active,0,2015,6,,,36-45,14-20L,Excellent,0,17.89
EMP1289,Udyati Vyas,Male,48,Bachelor's,Delhi,Sales,Lead Sales Specialist,Lead,Full-time,2021-09-18,,3.29,1442081,3.5,4.3,68,0,EMP1024,No,Active,0,2021,9,,,46+,14-20L,Good,0,14.42
EMP1290,Chandani Bedi,Female,43,High School,Kolkata,Engineering,Manager Engineering Specialist,Manager,Full-time,2021-12-13,,3.05,2779761,3.8,3.8,71,1,EMP1099,No,Active,0,2021,12,,,36-45,20L+,Good,0,27.8
EMP1291,Chakrika Dube,Male,38,Master's,Bengaluru,Engineering,Senior Engineering Specialist,Senior,Part-time,2021-11-16,,3.13,1622219,2.8,4.0,20,0,EMP1005,No,Active,0,2021,11,,,36-45,14-20L,Average,0,16.22
EMP1292,Ikshita Bir,Female,43,Master's,Pune,Finance,Junior Finance Specialist,Junior,Full-time,2020-06-11,,4.56,515655,4.9,4.8,36,0,EMP1029,No,Active,0,2020,6,,,36-45,5-9L,Excellent,0,5.16
EMP1293,Utkarsh Parmer,Male,50,PhD,Hyderabad,Operations,Senior Operations Specialist,Senior,Part-time,2015-10-18,,9.21,555876,4.7,3.1,11,0,EMP1096,No,Active,0,2015,10,,,46+,5-9L,Excellent,0,5.56
EMP1294,Mekhala Rastogi,Male,24,PhD,Bengaluru,Engineering,Manager Engineering Specialist,Manager,Contract,2019-08-31,2023-05-15,5.34,2809327,2.6,2.9,70,0,EMP1093,Yes,Better compensation,1,2019,8,2023.0,5.0,18-25,20L+,Average,1,28.09
EMP1295,Chaaya Edwin,Female,52,Bachelor's,Chennai,Finance,Junior Finance Specialist,Junior,Full-time,2019-04-28,,5.68,524750,4.3,2.1,17,1,EMP1074,No,Active,0,2019,4,,,46+,5-9L,Excellent,0,5.25
EMP1296,Rachita Ratta,Male,43,Bachelor's,Pune,Operations,Mid Operations Specialist,Mid,Full-time,2020-02-22,2021-05-26,4.86,891201,4.6,2.4,49,2,EMP1071,Yes,Limited growth,1,2020,2,2021.0,5.0,36-45,5-9L,Excellent,0,8.91
EMP1297,Logan Acharya,Female,32,Master's,Pune,Sales,Director Sales Specialist,Director,Full-time,2018-08-22,,6.36,1980128,2.6,2.1,52,1,EMP1096,No,Active,0,2018,8,,,26-35,14-20L,Average,1,19.8
EMP1298,Omkaar Kaur,Female,38,Bachelor's,Delhi,Engineering,Mid Engineering Specialist,Mid,Full-time,2020-01-28,2020-07-06,4.93,1789157,4.1,1.6,32,0,EMP1041,Yes,Retirement,1,2020,1,2020.0,7.0,36-45,14-20L,Excellent,0,17.89
EMP1299,Mitali Parikh,Female,40,Bachelor's,Bengaluru,Engineering,Junior Engineering Specialist,Junior,Full-time,2022-09-26,,2.27,970136,2.4,3.3,23,0,EMP1047,No,Active,0,2022,9,,,36-45,9-14L,Average,0,9.7
EMP1300,Samaksh Mangal,Female,40,Diploma,Chennai,HR,Manager HR Specialist,Manager,Full-time,2017-10-20,,7.2,894060,4.7,3.4,45,1,EMP1023,No,Active,0,2017,10,,,36-45,5-9L,Excellent,0,8.94
EMP1301,Pratyush Aggarwal,Female,40,Bachelor's,Kolkata,Marketing,Mid Marketing Specialist,Mid,Full-time,2022-09-25,2024-10-11,2.27,1174786,2.2,2.6,46,0,EMP1056,Yes,Better compensation,1,2022,9,2024.0,10.0,36-45,9-14L,Average,1,11.75
EMP1302,Theodore Pandit,Female,42,Master's,Hyderabad,Operations,Mid Operations Specialist,Mid,Full-time,2016-05-08,,8.65,648329,1.2,3.6,71,0,EMP1070,No,Active,0,2016,5,,,36-45,5-9L,Low,0,6.48
EMP1303,Frederick Parsa,Female,34,High School,Kolkata,HR,Senior HR Specialist,Senior,Full-time,2018-08-31,,6.34,896535,3.2,4.2,68,0,EMP1056,No,Active,0,2018,8,,,26-35,5-9L,Good,0,8.97
EMP1304,Riya Maharaj,Female,30,Bachelor's,Pune,Operations,Mid Operations Specialist,Mid,Full-time,2019-06-04,2022-11-15,5.58,495831,4.9,2.6,20,1,EMP1062,Yes,Manager issues,1,2019,6,2022.0,11.0,26-35,<5L,Excellent,0,4.96
EMP1305,Ryan Behl,Female,45,Master's,Mumbai,Engineering,Senior Engineering Specialist,Senior,Full-time,2020-06-21,,4.53,2048282,2.5,5.0,59,0,EMP1074,No,Active,0,2020,6,,,46+,20L+,Average,0,20.48
EMP1306,Neelima Saxena,Male,41,Master's,Kolkata,Engineering,Junior Engineering Specialist,Junior,Full-time,2022-07-14,,2.47,1080363,3.4,3.6,48,1,EMP1057,No,Active,0,2022,7,,,36-45,9-14L,Good,0,10.8
EMP1307,Vanya Devi,Female,26,Master's,Kolkata,Sales,Senior Sales Specialist,Senior,Full-time,2019-12-10,,5.06,700997,3.4,3.8,10,0,EMP1080,No,Active,0,2019,12,,,26-35,5-9L,Good,0,7.01
EMP1308,Ekanta Butala,Male,37,Bachelor's,Mumbai,HR,Manager HR Specialist,Manager,Part-time,2018-03-24,,6.78,709984,3.3,3.1,31,0,EMP1067,No,Active,0,2018,3,,,36-45,5-9L,Good,0,7.1
EMP1309,Jack Sarraf,Female,43,Bachelor's,Pune,Finance,Lead Finance Specialist,Lead,Contract,2021-02-25,,3.85,1700576,3.0,3.6,71,0,EMP1022,No,Active,0,2021,2,,,36-45,14-20L,Good,0,17.01
EMP1310,Aarav Parikh,Male,52,Bachelor's,Hyderabad,HR,Junior HR Specialist,Junior,Full-time,2017-04-02,,7.75,592023,3.0,3.0,50,2,EMP1003,No,Active,0,2017,4,,,46+,5-9L,Good,0,5.92
EMP1311,Bhanumati Ranganathan,Non-binary,25,Diploma,Hyderabad,HR,Mid HR Specialist,Mid,Part-time,2022-04-13,,2.72,570246,3.5,3.4,72,0,EMP1026,No,Active,0,2022,4,,,26-35,5-9L,Good,0,5.7
EMP1312,Fariq Varma,Male,37,Bachelor's,Mumbai,Engineering,Mid Engineering Specialist,Mid,Full-time,2020-02-19,,4.87,676481,4.6,1.2,49,0,EMP1039,No,Active,0,2020,2,,,36-45,5-9L,Excellent,0,6.76
EMP1313,Fitan Deep,Female,50,High School,Bengaluru,Engineering,Junior Engineering Specialist,Junior,Contract,2020-08-15,,4.38,950818,4.3,4.7,39,0,EMP1044,No,Active,0,2020,8,,,46+,9-14L,Excellent,0,9.51
EMP1314,Tamanna Krishna,Female,41,PhD,Chennai,Engineering,Manager Engineering Specialist,Manager,Full-time,2022-05-14,,2.64,1631549,1.7,3.3,34,1,EMP1055,No,Active,0,2022,5,,,36-45,14-20L,Low,0,16.32
EMP1315,Lipika De,Female,40,Master's,Kolkata,Finance,Director Finance Specialist,Director,Full-time,2021-10-15,,3.21,2245608,3.1,2.3,21,0,EMP1091,No,Active,0,2021,10,,,36-45,20L+,Good,0,22.46
EMP1316,Rachita Bhatti,Male,51,Master's,Mumbai,HR,Manager HR Specialist,Manager,Full-time,2016-07-07,,8.49,1237473,2.8,2.6,75,0,EMP1093,No,Active,0,2016,7,,,46+,9-14L,Average,1,12.37
EMP1317,Bhavani Rau,Female,35,High School,Delhi,Sales,Junior Sales Specialist,Junior,Full-time,2018-07-24,,6.44,440970,4.8,4.4,39,0,EMP1025,No,Active,0,2018,7,,,36-45,<5L,Excellent,0,4.41
EMP1318,Oeshi Sridhar,Male,40,Master's,Pune,Operations,Junior Operations Specialist,Junior,Full-time,2017-01-26,,7.93,300200,4.4,4.2,7,0,EMP1089,No,Active,0,2017,1,,,36-45,<5L,Excellent,0,3.0
EMP1319,Ucchal Bhakta,Female,27,PhD,Hyderabad,Engineering,Lead Engineering Specialist,Lead,Full-time,2016-07-03,,8.5,2812257,2.5,3.1,24,0,EMP1005,No,Active,0,2016,7,,,26-35,20L+,Average,0,28.12
EMP1320,Shivansh Dutta,Female,28,Master's,Bengaluru,Marketing,Mid Marketing Specialist,Mid,Full-time,2015-03-03,,9.84,853465,3.8,2.5,60,2,EMP1063,No,Active,0,2015,3,,,26-35,5-9L,Good,0,8.53
EMP1321,Ayushman Manne,Male,45,PhD,Chennai,HR,Senior HR Specialist,Senior,Full-time,2020-02-18,,4.87,1067984,4.0,3.4,77,1,EMP1068,No,Active,0,2020,2,,,46+,9-14L,Excellent,0,10.68
EMP1322,Udyati Choudhury,Female,23,PhD,Mumbai,Legal,Senior Legal Specialist,Senior,Full-time,2022-11-24,,2.1,1149723,3.1,4.2,54,3,EMP1006,No,Active,0,2022,11,,,18-25,9-14L,Good,0,11.5
EMP1323,Vivaan Yogi,Male,50,Bachelor's,Kolkata,Finance,Senior Finance Specialist,Senior,Full-time,2020-10-15,,4.21,1791366,3.8,3.3,25,0,EMP1079,No,Active,0,2020,10,,,46+,14-20L,Good,0,17.91
EMP1324,Banjeet Dash,Female,24,Master's,Bengaluru,HR,Manager HR Specialist,Manager,Full-time,2022-09-27,,2.26,1305389,4.3,2.6,78,2,EMP1090,No,Active,0,2022,9,,,18-25,9-14L,Excellent,0,13.05
EMP1325,Tamanna Rastogi,Female,28,Diploma,Bengaluru,Engineering,Mid Engineering Specialist,Mid,Full-time,2019-05-30,2022-03-14,5.59,1511958,3.9,2.5,24,1,EMP1016,Yes,Work-life balance,1,2019,5,2022.0,3.0,26-35,14-20L,Good,0,15.12
EMP1326,Anjali Wali,Non-binary,41,Diploma,Hyderabad,Finance,Junior Finance Specialist,Junior,Full-time,2022-12-02,2024-03-29,2.08,769966,3.7,3.6,9,1,EMP1043,Yes,Work-life balance,1,2022,12,2024.0,3.0,36-45,5-9L,Good,0,7.7
EMP1327,Nakul Rajagopal,Male,31,Master's,Hyderabad,Sales,Senior Sales Specialist,Senior,Full-time,2022-05-25,2024-10-18,2.61,736237,3.3,3.7,27,0,EMP1017,Yes,Work-life balance,1,2022,5,2024.0,10.0,26-35,5-9L,Good,0,7.36
EMP1328,Ayush Mahal,Female,22,Master's,Hyderabad,Marketing,Manager Marketing Specialist,Manager,Full-time,2015-01-15,2020-11-12,9.97,2185183,2.8,1.4,79,1,EMP1059,Yes,Manager issues,1,2015,1,2020.0,11.0,18-25,20L+,Average,1,21.85
EMP1329,Radhika Rege,Female,41,Master's,Kolkata,Finance,Mid Finance Specialist,Mid,Part-time,2015-11-22,,9.12,1255054,3.9,2.4,10,0,EMP1008,No,Active,0,2015,11,,,36-45,9-14L,Good,0,12.55
EMP1330,Janaki Badami,Female,31,Bachelor's,Bengaluru,HR,Senior HR Specialist,Senior,Full-time,2015-05-31,,9.59,662893,4.8,1.7,57,3,EMP1021,No,Active,0,2015,5,,,26-35,5-9L,Excellent,0,6.63
EMP1331,Chandran Walla,Female,27,High School,Chennai,Finance,Senior Finance Specialist,Senior,Full-time,2021-11-08,,3.15,1745322,4.8,3.8,8,0,EMP1039,No,Active,0,2021,11,,,26-35,14-20L,Excellent,0,17.45
EMP1332,Netra Tank,Male,37,Bachelor's,Chennai,Engineering,Mid Engineering Specialist,Mid,Part-time,2019-04-02,,5.75,885423,3.3,3.1,46,0,EMP1068,No,Active,0,2019,4,,,36-45,5-9L,Good,0,8.85
EMP1333,Warjas Bhargava,Non-binary,38,High School,Hyderabad,Finance,Junior Finance Specialist,Junior,Part-time,2017-05-06,,7.66,792439,3.7,3.6,40,0,EMP1041,No,Active,0,2017,5,,,36-45,5-9L,Good,0,7.92
EMP1334,Vihaan Ghose,Male,45,Master's,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Part-time,2021-06-13,,3.55,1565268,4.3,3.7,33,1,EMP1025,No,Active,0,2021,6,,,46+,14-20L,Excellent,0,15.65
EMP1335,Triya Bahl,Female,47,Master's,Hyderabad,HR,Junior HR Specialist,Junior,Full-time,2015-04-09,,9.74,461919,3.5,3.3,46,0,EMP1082,No,Active,0,2015,4,,,46+,<5L,Good,0,4.62
EMP1336,Isaiah Ratta,Male,31,Master's,Delhi,HR,Junior HR Specialist,Junior,Part-time,2022-03-08,,2.82,367282,3.4,3.9,18,1,EMP1044,No,Active,0,2022,3,,,26-35,<5L,Good,0,3.67
EMP1337,Yashica Savant,Male,37,Master's,Chennai,Engineering,Mid Engineering Specialist,Mid,Full-time,2021-05-19,2023-07-10,3.62,811604,2.0,3.5,23,1,EMP1069,Yes,Relocation,1,2021,5,2023.0,7.0,36-45,5-9L,Average,0,8.12
EMP1338,Sanya Amble,Female,32,Master's,Bengaluru,Finance,Manager Finance Specialist,Manager,Full-time,2020-03-09,2023-05-10,4.82,2020559,3.5,2.8,46,1,EMP1046,Yes,Better compensation,1,2020,3,2023.0,5.0,26-35,20L+,Good,0,20.21
EMP1339,Bahadurjit Dhillon,Male,39,PhD,Pune,Sales,Junior Sales Specialist,Junior,Full-time,2016-09-03,,8.33,556353,3.7,3.1,27,1,EMP1097,No,Active,0,2016,9,,,36-45,5-9L,Good,0,5.56
EMP1340,Anthony Mammen,Female,31,Bachelor's,Delhi,Sales,Mid Sales Specialist,Mid,Full-time,2018-07-12,2021-06-09,6.48,461083,2.8,1.9,51,1,EMP1100,Yes,Limited growth,1,2018,7,2021.0,6.0,26-35,<5L,Average,1,4.61
EMP1341,Hitesh Krishna,Female,26,Bachelor's,Hyderabad,Finance,Junior Finance Specialist,Junior,Part-time,2016-01-15,,8.97,746625,3.7,2.1,71,0,EMP1042,No,Active,0,2016,1,,,26-35,5-9L,Good,0,7.47
EMP1342,Anita Din,Female,36,Bachelor's,Kolkata,Engineering,Junior Engineering Specialist,Junior,Full-time,2016-02-07,,8.9,1291804,4.2,4.0,4,0,EMP1006,No,Active,0,2016,2,,,36-45,9-14L,Excellent,0,12.92
EMP1343,Upkaar Karnik,Male,46,Master's,Delhi,Engineering,Senior Engineering Specialist,Senior,Full-time,2021-08-31,,3.34,1109137,3.6,4.5,43,1,EMP1027,No,Active,0,2021,8,,,46+,9-14L,Good,0,11.09
EMP1344,Vansha Sehgal,Male,25,Bachelor's,Mumbai,Engineering,Mid Engineering Specialist,Mid,Full-time,2017-02-27,,7.85,1242860,4.7,4.5,5,2,EMP1072,No,Active,0,2017,2,,,26-35,9-14L,Excellent,0,12.43
EMP1345,Vrishti Sastry,Male,44,PhD,Pune,Sales,Mid Sales Specialist,Mid,Full-time,2017-04-26,,7.69,988380,1.9,2.4,13,0,EMP1044,No,Active,0,2017,4,,,36-45,9-14L,Low,1,9.88
EMP1346,Yashodhara Swamy,Male,34,Bachelor's,Hyderabad,HR,Mid HR Specialist,Mid,Full-time,2015-07-27,,9.44,424091,2.9,3.6,80,2,EMP1081,No,Active,0,2015,7,,,26-35,<5L,Average,0,4.24
EMP1347,Harish Bhandari,Female,44,Master's,Kolkata,Legal,Lead Legal Specialist,Lead,Full-time,2022-11-04,,2.16,2663020,3.8,2.9,63,1,EMP1012,No,Active,0,2022,11,,,36-45,20L+,Good,0,26.63
EMP1348,Dhruv Saini,Female,46,Master's,Mumbai,Engineering,Lead Engineering Specialist,Lead,Contract,2022-11-01,,2.17,2319840,3.5,2.9,22,2,EMP1079,No,Active,0,2022,11,,,46+,20L+,Good,0,23.2
EMP1349,Vansha Balay,Male,49,Diploma,Hyderabad,Operations,Mid Operations Specialist,Mid,Full-time,2019-01-28,,5.93,741020,2.9,2.3,12,0,EMP1045,No,Active,0,2019,1,,,46+,5-9L,Average,1,7.41
EMP1350,Anita Sani,Male,25,Bachelor's,Chennai,Sales,Mid Sales Specialist,Mid,Part-time,2016-11-30,,8.09,785943,2.7,2.4,45,1,EMP1010,No,Active,0,2016,11,,,26-35,5-9L,Average,1,7.86
EMP1351,Jai Karnik,Female,39,Bachelor's,Hyderabad,Legal,Lead Legal Specialist,Lead,Full-time,2020-12-22,,4.03,2597531,2.6,4.5,47,0,EMP1089,No,Active,0,2020,12,,,36-45,20L+,Average,0,25.98
EMP1352,Caleb Grewal,Female,27,Master's,Bengaluru,Operations,Senior Operations Specialist,Senior,Part-time,2023-10-18,,1.21,1102069,2.6,5.0,77,1,EMP1015,No,Active,0,2023,10,,,26-35,9-14L,Average,0,11.02
EMP1353,Vidhi Raja,Male,52,Bachelor's,Pune,Marketing,Senior Marketing Specialist,Senior,Full-time,2020-03-11,,4.81,1105585,3.8,3.8,80,1,EMP1049,No,Active,0,2020,3,,,46+,9-14L,Good,0,11.06
EMP1354,Rachit Mittal,Female,50,Master's,Kolkata,Engineering,Mid Engineering Specialist,Mid,Full-time,2022-03-26,,2.77,761052,2.7,4.2,22,1,EMP1058,No,Active,0,2022,3,,,46+,5-9L,Average,0,7.61
EMP1355,Amrita Morar,Male,40,Master's,Chennai,Legal,Mid Legal Specialist,Mid,Full-time,2019-05-17,,5.63,1631990,2.9,3.7,59,1,EMP1045,No,Active,0,2019,5,,,36-45,14-20L,Average,0,16.32
EMP1356,Rohan Sagar,Female,49,Bachelor's,Delhi,Engineering,Director Engineering Specialist,Director,Contract,2021-07-14,,3.47,1759236,5.0,3.5,10,0,EMP1072,No,Active,0,2021,7,,,46+,14-20L,Excellent,0,17.59
EMP1357,Bhavini Pillay,Male,44,Master's,Chennai,Legal,Lead Legal Specialist,Lead,Full-time,2019-01-11,,5.98,1656712,4.3,3.0,52,0,EMP1056,No,Active,0,2019,1,,,36-45,14-20L,Excellent,0,16.57
EMP1358,Radha Kumer,Male,51,Bachelor's,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Full-time,2022-06-06,,2.57,1058321,3.4,5.0,20,0,EMP1010,No,Active,0,2022,6,,,46+,9-14L,Good,0,10.58
EMP1359,Devansh Morar,Male,26,Master's,Hyderabad,Engineering,Senior Engineering Specialist,Senior,Part-time,2016-08-12,,8.39,2307544,2.9,5.0,58,1,EMP1059,No,Active,0,2016,8,,,26-35,20L+,Average,0,23.08
EMP1360,Kritika Golla,Male,22,Master's,Kolkata,Sales,Mid Sales Specialist,Mid,Part-time,2021-03-11,,3.81,900650,4.0,3.1,68,0,EMP1070,No,Active,0,2021,3,,,18-25,9-14L,Excellent,0,9.01
EMP1361,Indrajit Mitra,Male,37,High School,Bengaluru,Finance,Senior Finance Specialist,Senior,Full-time,2015-05-18,,9.63,842950,3.9,4.5,71,3,EMP1097,No,Active,0,2015,5,,,36-45,5-9L,Good,0,8.43
EMP1362,Om Lad,Male,37,Master's,Chennai,Sales,Lead Sales Specialist,Lead,Contract,2020-03-19,,4.79,1362565,3.9,2.2,13,1,EMP1070,No,Active,0,2020,3,,,36-45,9-14L,Good,0,13.63
EMP1363,Kai Patel,Male,36,Master's,Hyderabad,Operations,Lead Operations Specialist,Lead,Full-time,2018-07-03,,6.5,705714,2.8,3.4,46,0,EMP1038,No,Active,0,2018,7,,,36-45,5-9L,Average,0,7.06
EMP1364,Jackson Ahluwalia,Female,23,Master's,Pune,Sales,Mid Sales Specialist,Mid,Full-time,2015-05-25,,9.61,1130376,3.3,4.2,10,1,EMP1038,No,Active,0,2015,5,,,18-25,9-14L,Good,0,11.3
EMP1365,Aradhana Amble,Female,30,Bachelor's,Delhi,Sales,Lead Sales Specialist,Lead,Full-time,2022-01-01,2023-08-31,3.0,687325,3.5,3.1,36,0,EMP1015,Yes,Better compensation,1,2022,1,2023.0,8.0,26-35,5-9L,Good,0,6.87
EMP1366,Samarth Wason,Male,47,Master's,Hyderabad,Operations,Senior Operations Specialist,Senior,Full-time,2021-08-20,,3.37,722302,3.9,4.1,71,2,EMP1044,No,Active,0,2021,8,,,46+,5-9L,Good,0,7.22
EMP1367,Xalak Chaudhary,Male,34,Bachelor's,Hyderabad,Engineering,Director Engineering Specialist,Director,Part-time,2016-08-17,,8.38,2621689,4.3,4.4,25,0,EMP1094,No,Active,0,2016,8,,,26-35,20L+,Excellent,0,26.22
EMP1368,Lajita Parmer,Male,36,Bachelor's,Delhi,Finance,Lead Finance Specialist,Lead,Full-time,2015-08-11,,9.4,1820178,3.8,3.5,72,0,EMP1088,No,Active,0,2015,8,,,36-45,14-20L,Good,0,18.2
EMP1369,Wyatt Butala,Male,51,Master's,Hyderabad,Engineering,Senior Engineering Specialist,Senior,Full-time,2020-04-27,,4.68,1510596,2.1,4.0,71,1,EMP1006,No,Active,0,2020,4,,,46+,14-20L,Average,0,15.11
EMP1370,Rudra Warrior,Female,42,PhD,Delhi,Marketing,Junior Marketing Specialist,Junior,Full-time,2020-12-16,,4.04,793960,3.6,3.8,16,0,EMP1075,No,Active,0,2020,12,,,36-45,5-9L,Good,0,7.94
EMP1371,Vidhi Ratti,Male,32,Master's,Mumbai,Operations,Mid Operations Specialist,Mid,Full-time,2023-09-02,,1.33,663231,2.4,2.6,5,1,EMP1009,No,Active,0,2023,9,,,26-35,5-9L,Average,1,6.63
EMP1372,Charvi Grover,Male,31,Bachelor's,Bengaluru,Finance,Junior Finance Specialist,Junior,Full-time,2016-02-05,,8.91,741731,4.2,3.6,15,0,EMP1077,No,Active,0,2016,2,,,26-35,5-9L,Excellent,0,7.42
EMP1373,Andrew Sengupta,Male,49,Master's,Hyderabad,Finance,Senior Finance Specialist,Senior,Full-time,2017-06-07,,7.57,1641155,3.9,3.6,76,1,EMP1024,No,Active,0,2017,6,,,46+,14-20L,Good,0,16.41
EMP1374,Urmi Varty,Female,42,Master's,Delhi,Operations,Manager Operations Specialist,Manager,Part-time,2022-10-20,,2.2,980882,3.4,4.4,45,0,EMP1100,No,Active,0,2022,10,,,36-45,9-14L,Good,0,9.81
EMP1375,Damyanti Bir,Male,52,PhD,Mumbai,Sales,Junior Sales Specialist,Junior,Full-time,2023-09-19,,1.28,352334,3.0,3.7,66,3,EMP1026,No,Active,0,2023,9,,,46+,<5L,Good,0,3.52
EMP1376,Atharv Narasimhan,Male,41,Master's,Hyderabad,Engineering,Senior Engineering Specialist,Senior,Full-time,2016-12-31,,8.01,2075170,3.0,3.2,17,0,EMP1010,No,Active,0,2016,12,,,36-45,20L+,Good,0,20.75
EMP1377,Kritika Deol,Female,22,Diploma,Chennai,Operations,Senior Operations Specialist,Senior,Full-time,2017-10-23,,7.19,995757,3.2,3.8,23,1,EMP1051,No,Active,0,2017,10,,,18-25,9-14L,Good,0,9.96
