employee_id,full_name,gender,age,education,city,department,job_title,job_level,employment_type,hire_date,exit_date,tenure_years,annual_salary_inr,performance_score,satisfaction_score,training_hours,promotions,manager_id,attrition,exit_reason
EMP1299,Mitali Parikh,Female,40,Bachelor's,Bengaluru,Engineering,Junior Engineering Specialist,Junior,Full-time,2022-09-26,,2.27,970136,2.4,3.3,23,0,EMP1047,No,
EMP1300,Samaksh Mangal,Female,40,Diploma,Chennai,HR,Manager HR Specialist,Manager,Full-time,2017-10-20,,7.2,894060,4.7,3.4,45,1,EMP1023,No,
EMP1301,Pratyush Aggarwal,Female,40,Bachelor's,Kolkata,Marketing,Mid Marketing Specialist,Mid,Full-time,2022-09-25,2024-10-11,2.27,1174786,2.2,2.6,46,0,EMP1056,Yes,Better compensation
EMP1302,Theodore Pandit,Female,42,Master's,Hyderabad,Operations,Mid Operations Specialist,Mid,Full-time,2016-05-08,,8.65,648329,1.2,3.6,71,0,EMP1070,No,
EMP1303,Frederick Parsa,Female,34,High School,Kolkata,HR,Senior HR Specialist,Senior,Full-time,2018-08-31,,6.34,896535,3.2,4.2,68,0,EMP1056,No,
EMP1304,Riya Maharaj,Female,30,Bachelor's,Pune,Operations,Mid Operations Specialist,Mid,Full-time,2019-06-04,2022-11-15,5.58,495831,4.9,2.6,20,1,EMP1062,Yes,Manager issues
EMP1305,Ryan Behl,Female,45,Master's,Mumbai,Engineering,Senior Engineering Specialist,Senior,Full-time,2020-06-21,,4.53,2048282,2.5,5.0,59,0,EMP1074,No,
EMP1306,Neelima Saxena,Male,41,Master's,Kolkata,Engineering,Junior Engineering Specialist,Junior,Full-time,2022-07-14,,2.47,1080363,3.4,3.6,48,1,EMP1057,No,
EMP1307,Vanya Devi,Female,26,Master's,Kolkata,Sales,Senior Sales Specialist,Senior,Full-time,2019-12-10,,5.06,700997,3.4,3.8,10,0,EMP1080,No,
EMP1308,Ekanta Butala,Male,37,Bachelor's,Mumbai,HR,Manager HR Specialist,Manager,Part-time,2018-03-24,,6.78,709984,3.3,3.1,31,0,EMP1067,No,
EMP1309,Jack Sarraf,Female,43,Bachelor's,Pune,Finance,Lead Finance Specialist,Lead,Contract,2021-02-25,,3.85,1700576,3.0,3.6,71,0,EMP1022,No,
EMP1310,Aarav Parikh,Male,52,Bachelor's,Hyderabad,HR,Junior HR Specialist,Junior,Full-time,2017-04-02,,7.75,592023,3.0,3.0,50,2,EMP1003,No,
EMP1311,Bhanumati Ranganathan,Non-binary,25,Diploma,Hyderabad,HR,Mid HR Specialist,Mid,Part-time,2022-04-13,,2.72,570246,3.5,3.4,72,0,EMP1026,No,
EMP1312,Fariq Varma,Male,37,Bachelor's,Mumbai,Engineering,Mid Engineering Specialist,Mid,Full-time,2020-02-19,,4.87,676481,4.6,1.2,49,0,EMP1039,No,
EMP1313,Fitan Deep,Female,50,High School,Bengaluru,Engineering,Junior Engineering Specialist,Junior,Contract,2020-08-15,,4.38,950818,4.3,4.7,39,0,EMP1044,No,
EMP1314,Tamanna Krishna,Female,41,PhD,Chennai,Engineering,Manager Engineering Specialist,Manager,Full-time,2022-05-14,,2.64,1631549,1.7,3.3,34,1,EMP1055,No,
EMP1315,Lipika De,Female,40,Master's,Kolkata,Finance,Director Finance Specialist,Director,Full-time,2021-10-15,,3.21,2245608,3.1,2.3,21,0,EMP1091,No,
EMP1316,Rachita Bhatti,Male,51,Master's,Mumbai,HR,Manager HR Specialist,Manager,Full-time,2016-07-07,,8.49,1237473,2.8,2.6,75,0,EMP1093,No,
EMP1317,Bhavani Rau,Female,35,High School,Delhi,Sales,Junior Sales Specialist,Junior,Full-time,2018-07-24,,6.44,440970,4.8,4.4,39,0,EMP1025,No,
EMP1318,Oeshi Sridhar,Male,40,Master's,Pune,Operations,Junior Operations Specialist,Junior,Full-time,2017-01-26,,7.93,300200,4.4,4.2,7,0,EMP1089,No,
EMP1319,Ucchal Bhakta,Female,27,PhD,Hyderabad,Engineering,Lead Engineering Specialist,Lead,Full-time,2016-07-03,,8.5,2812257,2.5,3.1,24,0,EMP1005,No,
EMP1320,Shivansh Dutta,Female,28,Master's,Bengaluru,Marketing,Mid Marketing Specialist,Mid,Full-time,2015-03-03,,9.84,853465,3.8,2.5,60,2,EMP1063,No,
EMP1321,Ayushman Manne,Male,45,PhD,Chennai,HR,Senior HR Specialist,Senior,Full-time,2020-02-18,,4.87,1067984,4.0,3.4,77,1,EMP1068,No,
EMP1322,Udyati Choudhury,Female,23,PhD,Mumbai,Legal,Senior Legal Specialist,Senior,Full-time,2022-11-24,,2.1,1149723,3.1,4.2,54,3,EMP1006,No,
EMP1323,Vivaan Yogi,Male,50,Bachelor's,Kolkata,Finance,Senior Finance Specialist,Senior,Full-time,2020-10-15,,4.21,1791366,3.8,3.3,25,0,EMP1079,No,
EMP1324,Banjeet Dash,Female,24,Master's,Bengaluru,HR,Manager HR Specialist,Manager,Full-time,2022-09-27,,2.26,1305389,4.3,2.6,78,2,EMP1090,No,
EMP1325,Tamanna Rastogi,Female,28,Diploma,Bengaluru,Engineering,Mid Engineering Specialist,Mid,Full-time,2019-05-30,2022-03-14,5.59,1511958,3.9,2.5,24,1,EMP1016,Yes,Work-life balance
EMP1326,Anjali Wali,Non-binary,41,Diploma,Hyderabad,Finance,Junior Finance Specialist,Junior,Full-time,2022-12-02,2024-03-29,2.08,769966,3.7,3.6,9,1,EMP1043,Yes,Work-life balance
EMP1327,Nakul Rajagopal,Male,31,Master's,Hyderabad,Sales,Senior Sales Specialist,Senior,Full-time,2022-05-25,2024-10-18,2.61,736237,3.3,3.7,27,0,EMP1017,Yes,Work-life balance
EMP1328,Ayush Mahal,Female,22,Master's,Hyderabad,Marketing,Manager Marketing Specialist,Manager,Full-time,2015-01-15,2020-11-12,9.97,2185183,2.8,1.4,79,1,EMP1059,Yes,Manager issues
EMP1329,Radhika Rege,Female,41,Master's,Kolkata,Finance,Mid Finance Specialist,Mid,Part-time,2015-11-22,,9.12,1255054,3.9,2.4,10,0,EMP1008,No,
EMP1330,Janaki Badami,Female,31,Bachelor's,Bengaluru,HR,Senior HR Specialist,Senior,Full-time,2015-05-31,,9.59,662893,4.8,1.7,57,3,EMP1021,No,
EMP1331,Chandran Walla,Female,27,High School,Chennai,Finance,Senior Finance Specialist,Senior,Full-time,2021-11-08,,3.15,1745322,4.8,3.8,8,0,EMP1039,No,
EMP1332,Netra Tank,Male,37,Bachelor's,Chennai,Engineering,Mid Engineering Specialist,Mid,Part-time,2019-04-02,,5.75,885423,3.3,3.1,46,0,EMP1068,No,
EMP1333,Warjas Bhargava,Non-binary,38,High School,Hyderabad,Finance,Junior Finance Specialist,Junior,Part-time,2017-05-06,,7.66,792439,3.7,3.6,40,0,EMP1041,No,
EMP1334,Vihaan Ghose,Male,45,Master's,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Part-time,2021-06-13,,3.55,1565268,4.3,3.7,33,1,EMP1025,No,
EMP1335,Triya Bahl,Female,47,Master's,Hyderabad,HR,Junior HR Specialist,Junior,Full-time,2015-04-09,,9.74,461919,3.5,3.3,46,0,EMP1082,No,
EMP1336,Isaiah Ratta,Male,31,Master's,Delhi,HR,Junior HR Specialist,Junior,Part-time,2022-03-08,,2.82,367282,3.4,3.9,18,1,EMP1044,No,
EMP1337,Yashica Savant,Male,37,Master's,Chennai,Engineering,Mid Engineering Specialist,Mid,Full-time,2021-05-19,2023-07-10,3.62,811604,2.0,3.5,23,1,EMP1069,Yes,Relocation
EMP1338,Sanya Amble,Female,32,Master's,Bengaluru,Finance,Manager Finance Specialist,Manager,Full-time,2020-03-09,2023-05-10,4.82,2020559,3.5,2.8,46,1,EMP1046,Yes,Better compensation
EMP1339,Bahadurjit Dhillon,Male,39,PhD,Pune,Sales,Junior Sales Specialist,Junior,Full-time,2016-09-03,,8.33,556353,3.7,3.1,27,1,EMP1097,No,
EMP1340,Anthony Mammen,Female,31,Bachelor's,Delhi,Sales,Mid Sales Specialist,Mid,Full-time,2018-07-12,2021-06-09,6.48,461083,2.8,1.9,51,1,EMP1100,Yes,Limited growth
EMP1341,Hitesh Krishna,Female,26,Bachelor's,Hyderabad,Finance,Junior Finance Specialist,Junior,Part-time,2016-01-15,,8.97,746625,3.7,2.1,71,0,EMP1042,No,
EMP1342,Anita Din,Female,36,Bachelor's,Kolkata,Engineering,Junior Engineering Specialist,Junior,Full-time,2016-02-07,,8.9,1291804,4.2,4.0,4,0,EMP1006,No,
EMP1343,Upkaar Karnik,Male,46,Master's,Delhi,Engineering,Senior Engineering Specialist,Senior,Full-time,2021-08-31,,3.34,1109137,3.6,4.5,43,1,EMP1027,No,
EMP1344,Vansha Sehgal,Male,25,Bachelor's,Mumbai,Engineering,Mid Engineering Specialist,Mid,Full-time,2017-02-27,,7.85,1242860,4.7,4.5,5,2,EMP1072,No,
EMP1345,Vrishti Sastry,Male,44,PhD,Pune,Sales,Mid Sales Specialist,Mid,Full-time,2017-04-26,,7.69,988380,1.9,2.4,13,0,EMP1044,No,
EMP1346,Yashodhara Swamy,Male,34,Bachelor's,Hyderabad,HR,Mid HR Specialist,Mid,Full-time,2015-07-27,,9.44,424091,2.9,3.6,80,2,EMP1081,No,
EMP1347,Harish Bhandari,Female,44,Master's,Kolkata,Legal,Lead Legal Specialist,Lead,Full-time,2022-11-04,,2.16,2663020,3.8,2.9,63,1,EMP1012,No,
EMP1348,Dhruv Saini,Female,46,Master's,Mumbai,Engineering,Lead Engineering Specialist,Lead,Contract,2022-11-01,,2.17,2319840,3.5,2.9,22,2,EMP1079,No,
EMP1349,Vansha Balay,Male,49,Diploma,Hyderabad,Operations,Mid Operations Specialist,Mid,Full-time,2019-01-28,,5.93,741020,2.9,2.3,12,0,EMP1045,No,
EMP1350,Anita Sani,Male,25,Bachelor's,Chennai,Sales,Mid Sales Specialist,Mid,Part-time,2016-11-30,,8.09,785943,2.7,2.4,45,1,EMP1010,No,
EMP1351,Jai Karnik,Female,39,Bachelor's,Hyderabad,Legal,Lead Legal Specialist,Lead,Full-time,2020-12-22,,4.03,2597531,2.6,4.5,47,0,EMP1089,No,
EMP1352,Caleb Grewal,Female,27,Master's,Bengaluru,Operations,Senior Operations Specialist,Senior,Part-time,2023-10-18,,1.21,1102069,2.6,5.0,77,1,EMP1015,No,
EMP1353,Vidhi Raja,Male,52,Bachelor's,Pune,Marketing,Senior Marketing Specialist,Senior,Full-time,2020-03-11,,4.81,1105585,3.8,3.8,80,1,EMP1049,No,
EMP1354,Rachit Mittal,Female,50,Master's,Kolkata,Engineering,Mid Engineering Specialist,Mid,Full-time,2022-03-26,,2.77,761052,2.7,4.2,22,1,EMP1058,No,
EMP1355,Amrita Morar,Male,40,Master's,Chennai,Legal,Mid Legal Specialist,Mid,Full-time,2019-05-17,,5.63,1631990,2.9,3.7,59,1,EMP1045,No,
EMP1356,Rohan Sagar,Female,49,Bachelor's,Delhi,Engineering,Director Engineering Specialist,Director,Contract,2021-07-14,,3.47,1759236,5.0,3.5,10,0,EMP1072,No,
EMP1357,Bhavini Pillay,Male,44,Master's,Chennai,Legal,Lead Legal Specialist,Lead,Full-time,2019-01-11,,5.98,1656712,4.3,3.0,52,0,EMP1056,No,
EMP1358,Radha Kumer,Male,51,Bachelor's,Hyderabad,Engineering,Mid Engineering Specialist,Mid,Full-time,2022-06-06,,2.57,1058321,3.4,5.0,20,0,EMP1010,No,
EMP1359,Devansh Morar,Male,26,Master's,Hyderabad,Engineering,Senior Engineering Specialist,Senior,Part-time,2016-08-12,,8.39,2307544,2.9,5.0,58,1,EMP1059,No,
EMP1360,Kritika Golla,Male,22,Master's,Kolkata,Sales,Mid Sales Specialist,Mid,Part-time,2021-03-11,,3.81,900650,4.0,3.1,68,0,EMP1070,No,
EMP1361,Indrajit Mitra,Male,37,High School,Bengaluru,Finance,Senior Finance Specialist,Senior,Full-time,2015-05-18,,9.63,842950,3.9,4.5,71,3,EMP1097,No,
EMP1362,Om Lad,Male,37,Master's,Chennai,Sales,Lead Sales Specialist,Lead,Contract,2020-03-19,,4.79,1362565,3.9,2.2,13,1,EMP1070,No,
EMP1363,Kai Patel,Male,36,Master's,Hyderabad,Operations,Lead Operations Specialist,Lead,Full-time,2018-07-03,,6.5,705714,2.8,3.4,46,0,EMP1038,No,
EMP1364,Jackson Ahluwalia,Female,23,Master's,Pune,Sales,Mid Sales Specialist,Mid,Full-time,2015-05-25,,9.61,1130376,3.3,4.2,10,1,EMP1038,No,
EMP1365,Aradhana Amble,Female,30,Bachelor's,Delhi,Sales,Lead Sales Specialist,Lead,Full-time,2022-01-01,2023-08-31,3.0,687325,3.5,3.1,36,0,EMP1015,Yes,Better compensation
EMP1366,Samarth Wason,Male,47,Master's,Hyderabad,Operations,Senior Operations Specialist,Senior,Full-time,2021-08-20,,3.37,722302,3.9,4.1,71,2,EMP1044,No,
EMP1367,Xalak Chaudhary,Male,34,Bachelor's,Hyderabad,Engineering,Director Engineering Specialist,Director,Part-time,2016-08-17,,8.38,2621689,4.3,4.4,25,0,EMP1094,No,
EMP1368,Lajita Parmer,Male,36,Bachelor's,Delhi,Finance,Lead Finance Specialist,Lead,Full-time,2015-08-11,,9.4,1820178,3.8,3.5,72,0,EMP1088,No,
EMP1369,Wyatt Butala,Male,51,Master's,Hyderabad,Engineering,Senior Engineering Specialist,Senior,Full-time,2020-04-27,,4.68,1510596,2.1,4.0,71,1,EMP1006,No,
EMP1370,Rudra Warrior,Female,42,PhD,Delhi,Marketing,Junior Marketing Specialist,Junior,Full-time,2020-12-16,,4.04,793960,3.6,3.8,16,0,EMP1075,No,
EMP1371,Vidhi Ratti,Male,32,Master's,Mumbai,Operations,Mid Operations Specialist,Mid,Full-time,2023-09-02,,1.33,663231,2.4,2.6,5,1,EMP1009,No,
EMP1372,Charvi Grover,Male,31,Bachelor's,Bengaluru,Finance,Junior Finance Specialist,Junior,Full-time,2016-02-05,,8.91,741731,4.2,3.6,15,0,EMP1077,No,
EMP1373,Andrew Sengupta,Male,49,Master's,Hyderabad,Finance,Senior Finance Specialist,Senior,Full-time,2017-06-07,,7.57,1641155,3.9,3.6,76,1,EMP1024,No,
EMP1374,Urmi Varty,Female,42,Master's,Delhi,Operations,Manager Operations Specialist,Manager,Part-time,2022-10-20,,2.2,980882,3.4,4.4,45,0,EMP1100,No,
EMP1375,Damyanti Bir,Male,52,PhD,Mumbai,Sales,Junior Sales Specialist,Junior,Full-time,2023-09-19,,1.28,352334,3.0,3.7,66,3,EMP1026,No,
EMP1376,Atharv Narasimhan,Male,41,Master's,Hyderabad,Engineering,Senior Engineering Specialist,Senior,Full-time,2016-12-31,,8.01,2075170,3.0,3.2,17,0,EMP1010,No,
EMP1377,Kritika Deol,Female,22,Diploma,Chennai,Operations,Senior Operations Specialist,Senior,Full-time,2017-10-23,,7.19,995757,3.2,3.8,23,1,EMP1051,No,
EMP1378,Ladli Jain,Female,47,Master's,Pune,Sales,Senior Sales Specialist,Senior,Full-time,2020-10-12,,4.22,1248386,3.0,4.7,53,2,EMP1100,No,
EMP1379,Krisha Mane,Female,34,Bachelor's,Chennai,Sales,Mid Sales Specialist,Mid,Full-time,2021-05-12,,3.64,1099299,2.7,3.4,72,2,EMP1044,No,
EMP1380,Shravya Bhandari,Male,23,High School,Chennai,HR,Junior HR Specialist,Junior,Full-time,2020-02-26,,4.85,588887,3.0,4.9,53,2,EMP1081,No,
EMP1381,Imaran Krishnamurthy,Male,23,Bachelor's,Chennai,Finance,Senior Finance Specialist,Senior,Contract,2020-06-15,,4.55,964684,3.6,4.5,34,0,EMP1009,No,
EMP1382,Vaishnavi Dar,Female,52,High School,Bengaluru,Sales,Lead Sales Specialist,Lead,Full-time,2022-03-20,,2.79,1158945,2.2,3.8,47,1,EMP1006,No,
EMP1383,Osha Nayar,Female,26,Master's,Mumbai,Sales,Mid Sales Specialist,Mid,Contract,2017-05-17,,7.63,990216,4.1,3.7,8,1,EMP1063,No,
EMP1384,Vritti Bahl,Male,27,Master's,Delhi,Sales,Senior Sales Specialist,Senior,Part-time,2020-04-14,,4.72,1298220,4.3,3.1,16,0,EMP1022,No,
EMP1385,Max Mall,Female,24,PhD,Hyderabad,Sales,Lead Sales Specialist,Lead,Full-time,2015-09-19,,9.29,777253,4.5,5.0,55,0,EMP1088,No,
EMP1386,Girik Thakur,Female,40,Bachelor's,Bengaluru,Engineering,Senior Engineering Specialist,Senior,Full-time,2016-07-16,,8.47,1906970,3.1,3.2,22,1,EMP1022,No,
EMP1387,Januja Tata,Male,25,Master's,Chennai,Engineering,Senior Engineering Specialist,Senior,Full-time,2021-03-16,,3.8,1343172,4.6,5.0,24,0,EMP1063,No,
EMP1388,Hredhaan Sharma,Female,31,Bachelor's,Kolkata,Sales,Junior Sales Specialist,Junior,Part-time,2015-01-30,,9.93,484759,3.0,3.2,64,1,EMP1027,No,
EMP1389,Krish Bumb,Male,44,Bachelor's,Mumbai,Marketing,Junior Marketing Specialist,Junior,Full-time,2018-01-14,,6.97,726669,3.2,2.4,15,1,EMP1039,No,
EMP1390,Devika Sandhu,Non-binary,41,Bachelor's,Kolkata,Operations,Mid Operations Specialist,Mid,Contract,2015-01-19,,9.96,588444,2.7,2.7,68,0,EMP1099,No,
EMP1391,Indira Mahal,Male,49,High School,Hyderabad,Marketing,Senior Marketing Specialist,Senior,Full-time,2017-05-02,,7.67,935027,2.8,3.6,24,1,EMP1006,No,
EMP1392,Odika Tara,Female,50,Master's,Bengaluru,Operations,Junior Operations Specialist,Junior,Full-time,2019-01-31,,5.92,447634,3.6,5.0,10,2,EMP1023,No,
EMP1393,Kamala Behl,Female,32,Bachelor's,Chennai,Sales,Junior Sales Specialist,Junior,Full-time,2015-04-30,2018-03-18,9.68,673036,2.6,2.6,45,0,EMP1015,Yes,Work-life balance
EMP1394,Karan Nath,Male,29,Bachelor's,Pune,Operations,Mid Operations Specialist,Mid,Full-time,2016-02-06,,8.91,658527,3.4,4.2,59,0,EMP1079,No,
EMP1395,Panini Khurana,Female,30,Bachelor's,Mumbai,Engineering,Mid Engineering Specialist,Mid,Full-time,2019-05-06,,5.66,1375393,2.5,3.9,76,0,EMP1018,No,
EMP1396,Yagnesh Sunder,Male,31,Master's,Kolkata,Engineering,Junior Engineering Specialist,Junior,Part-time,2020-03-21,,4.78,1144171,3.5,4.0,25,1,EMP1071,No,
EMP1397,Tripti Bhasin,Non-binary,40,Master's,Hyderabad,Sales,Lead Sales Specialist,Lead,Full-time,2015-12-21,,9.04,1416963,3.6,5.0,58,1,EMP1032,No,
EMP1398,Leena Wali,Male,40,Diploma,Hyderabad,Operations,Junior Operations Specialist,Junior,Contract,2019-11-14,,5.13,462884,2.9,3.1,9,3,EMP1094,No,
EMP1399,Aditya Bains,Female,48,Bachelor's,Hyderabad,Operations,Lead Operations Specialist,Lead,Full-time,2015-05-18,,9.63,1247279,2.9,3.1,75,1,EMP1089,No,
EMP1400,Rajeshri Acharya,Non-binary,22,Master's,Delhi,Sales,Senior Sales Specialist,Senior,Full-time,2017-06-11,,7.56,744215,2.9,4.7,62,2,EMP1096,No,
EMP1401,Adya Sathe,Male,47,PhD,Chennai,Sales,Senior Sales Specialist,Senior,Full-time,2020-02-07,,4.9,1283348,4.5,3.1,4,2,EMP1010,No,
EMP1402,Amruta Bajaj,Female,44,Diploma,Pune,Engineering,Mid Engineering Specialist,Mid,Full-time,2022-09-30,,2.25,1406800,2.7,4.0,30,1,EMP1011,No,
EMP1403,Aryan Deshpande,Male,23,Bachelor's,Delhi,Sales,Senior Sales Specialist,Senior,Full-time,2018-10-07,,6.24,661660,3.0,4.2,9,0,EMP1023,No,
EMP1404,Yashvi Batta,Male,32,Bachelor's,Bengaluru,Marketing,Senior Marketing Specialist,Senior,Full-time,2022-11-27,,2.1,750346,3.6,2.2,78,2,EMP1090,No,
EMP1405,Ishani Date,Male,43,Bachelor's,Bengaluru,Finance,Junior Finance Specialist,Junior,Full-time,2023-05-10,,1.65,924760,4.6,5.0,48,0,EMP1065,No,
EMP1406,Devika Rajagopal,Female,31,Master's,Delhi,Engineering,Mid Engineering Specialist,Mid,Part-time,2016-05-17,,8.63,1756758,2.9,3.3,12,0,EMP1059,No,
EMP1407,Hitesh Vora,Male,30,Bachelor's,Mumbai,Engineering,Junior Engineering Specialist,Junior,Full-time,2019-05-20,,5.62,720646,3.6,3.9,30,0,EMP1081,No,
EMP1408,Warhi Rege,Male,45,Master's,Delhi,Sales,Junior Sales Specialist,Junior,Full-time,2019-09-03,,5.33,773927,3.9,5.0,6,2,EMP1030,No,
EMP1409,Advik Kota,Female,32,Master's,Chennai,Operations,Lead Operations Specialist,Lead,Full-time,2020-10-29,,4.18,1078890,3.3,2.9,74,0,EMP1039,No,
EMP1410,Shivansh Raman,Male,49,Bachelor's,Delhi,Sales,Senior Sales Specialist,Senior,Full-time,2023-11-08,2024-10-10,1.15,936961,2.3,2.8,25,1,EMP1021,Yes,Limited growth
EMP1411,Watika Uppal,Female,43,Master's,Mumbai,Finance,Senior Finance Specialist,Senior,Full-time,2018-03-14,,6.81,1125810,4.8,3.1,9,3,EMP1074,No,
EMP1412,Advaith Walia,Male,32,High School,Mumbai,Finance,Junior Finance Specialist,Junior,Full-time,2017-12-02,,7.08,647716,3.6,3.6,73,3,EMP1069,No,
EMP1413,Fitan Prasad,Female,51,Bachelor's,Bengaluru,Operations,Mid Operations Specialist,Mid,Contract,2015-04-13,,9.73,873548,4.4,5.0,73,3,EMP1043,No,
EMP1414,Bakhshi Bala,Female,40,Master's,Kolkata,Engineering,Senior Engineering Specialist,Senior,Full-time,2018-04-25,,6.69,2376410,3.0,3.2,60,0,EMP1015,No,
EMP1415,Jeremiah Palla,Male,41,PhD,Hyderabad,Engineering,Senior Engineering Specialist,Senior,Full-time,2015-06-14,,9.56,1336038,4.2,4.2,45,0,EMP1083,No,
EMP1416,Oeshi Kumar,Male,24,Master's,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Full-time,2020-11-26,,4.1,862019,4.9,4.1,15,3,EMP1051,No,
EMP1417,Abhimanyu Tak,Male,26,Master's,Hyderabad,Engineering,Junior Engineering Specialist,Junior,Full-time,2018-07-25,,6.44,1351016,3.1,4.1,51,0,EMP1045,No,
EMP1418,Dhriti Borde,Male,35,PhD,Delhi,Sales,Mid Sales Specialist,Mid,Full-time,2019-12-31,,5.01,952646,4.3,4.3,58,1,EMP1054,No,
EMP1419,Yashica Sanghvi,Male,49,Master's,Delhi,HR,Junior HR Specialist,Junior,Full-time,2021-08-02,,3.42,458096,3.8,4.6,79,1,EMP1012,No,
EMP1420,Urmi Barad,Female,46,Diploma,Mumbai,Engineering,Junior Engineering Specialist,Junior,Full-time,2022-03-01,,2.84,876010,4.3,4.8,52,0,EMP1063,No,
EMP1421,Devika Badal,Male,22,Master's,Mumbai,Sales,Junior Sales Specialist,Junior,Full-time,2018-05-21,,6.62,715345,3.9,3.4,64,0,EMP1086,No,
EMP1422,Charvi Ratti,Male,25,Master's,Hyderabad,Operations,Manager Operations Specialist,Manager,Contract,2019-09-05,,5.33,1020893,3.5,4.7,12,1,EMP1047,No,
EMP1423,Simon Chauhan,Male,44,PhD,Delhi,Engineering,Senior Engineering Specialist,Senior,Full-time,2021-05-05,,3.66,2253471,2.7,3.9,77,0,EMP1034,No,
EMP1424,Aditya Natt,Male,27,Bachelor's,Delhi,Operations,Junior Operations Specialist,Junior,Full-time,2015-08-28,,9.35,359803,3.1,3.6,49,0,EMP1038,No,
EMP1425,Sarthak Gala,Female,41,Master's,Pune,Sales,Mid Sales Specialist,Mid,Full-time,2015-11-11,,9.15,928275,4.4,3.8,44,1,EMP1088,No,
EMP1426,Shivani Mukhopadhyay,Female,22,Bachelor's,Delhi,Engineering,Lead Engineering Specialist,Lead,Full-time,2018-01-16,,6.96,2013340,3.4,2.4,66,0,EMP1021,No,
EMP1427,Ira Mitra,Female,41,Master's,Pune,Operations,Junior Operations Specialist,Junior,Part-time,2016-09-25,,8.27,600038,4.0,4.2,74,1,EMP1015,No,
EMP1428,Kamala Sami,Male,31,Master's,Mumbai,Engineering,Mid Engineering Specialist,Mid,Part-time,2015-11-09,,9.15,1004681,5.0,3.3,80,0,EMP1044,No,
EMP1429,Saanvi Bhandari,Male,44,Bachelor's,Mumbai,Finance,Junior Finance Specialist,Junior,Full-time,2018-06-01,,6.59,462675,3.6,3.8,30,0,EMP1011,No,
EMP1430,Ishwar Sarraf,Female,23,Bachelor's,Bengaluru,Finance,Mid Finance Specialist,Mid,Part-time,2023-07-23,,1.44,656583,4.7,3.5,69,1,EMP1061,No,
EMP1431,Barkha Loyal,Female,47,Bachelor's,Pune,Engineering,Junior Engineering Specialist,Junior,Full-time,2017-11-02,,7.17,505517,3.6,4.1,29,0,EMP1045,No,
EMP1432,Rishi Madan,Male,38,Master's,Pune,Sales,Junior Sales Specialist,Junior,Full-time,2016-08-19,,8.37,565142,3.5,3.2,76,0,EMP1075,No,
EMP1433,Darika Barad,Male,46,Master's,Chennai,Engineering,Lead Engineering Specialist,Lead,Full-time,2020-12-06,,4.07,1807399,3.6,4.6,31,2,EMP1091,No,
EMP1434,Wyatt Kari,Male,48,Bachelor's,Hyderabad,Marketing,Mid Marketing Specialist,Mid,Full-time,2022-10-30,,2.17,1047603,2.6,3.7,69,0,EMP1015,No,
EMP1435,Nilima Mishra,Male,33,Master's,Pune,Sales,Lead Sales Specialist,Lead,Part-time,2018-07-11,,6.48,863500,2.8,4.7,14,0,EMP1015,No,
EMP1436,Siddharth Prashad,Male,35,Bachelor's,Kolkata,Engineering,Mid Engineering Specialist,Mid,Full-time,2020-02-15,,4.88,1404989,2.2,3.1,12,2,EMP1061,No,
EMP1437,Xavier Salvi,Female,34,Bachelor's,Chennai,Engineering,Manager Engineering Specialist,Manager,Full-time,2019-02-14,,5.88,1748093,3.7,5.0,19,0,EMP1052,No,
EMP1438,Neel Sandhu,Male,28,Bachelor's,Pune,HR,Senior HR Specialist,Senior,Part-time,2016-02-21,,8.87,1112553,3.3,3.1,55,0,EMP1055,No,
EMP1439,Ubika Contractor,Female,52,Bachelor's,Hyderabad,Sales,Senior Sales Specialist,Senior,Full-time,2018-02-14,,6.88,1404054,4.9,2.3,55,3,EMP1066,No,
EMP1440,Lohit Sarin,Female,22,Bachelor's,Bengaluru,Finance,Mid Finance Specialist,Mid,Part-time,2023-08-12,2024-07-21,1.39,992312,1.6,2.3,67,1,EMP1023,Yes,Better compensation
EMP1441,Indali Sabharwal,Male,24,Master's,Pune,Operations,Mid Operations Specialist,Mid,Part-time,2022-08-14,,2.38,672634,2.6,4.2,63,0,EMP1085,No,
EMP1442,Finn Bassi,Female,22,Diploma,Bengaluru,Legal,Mid Legal Specialist,Mid,Contract,2020-08-29,,4.34,1360198,3.6,3.1,19,0,EMP1041,No,
EMP1443,Matthew Acharya,Male,44,Bachelor's,Hyderabad,Operations,Lead Operations Specialist,Lead,Full-time,2019-12-18,2023-11-27,5.04,1172982,2.4,3.4,53,0,EMP1015,Yes,Manager issues
EMP1444,Gaurika Dora,Male,39,PhD,Pune,Marketing,Senior Marketing Specialist,Senior,Full-time,2020-07-02,,4.5,1566455,3.3,5.0,37,0,EMP1049,No,
EMP1445,Jagrati Devan,Male,23,Bachelor's,Delhi,HR,Senior HR Specialist,Senior,Full-time,2018-12-15,,6.05,1142015,2.5,2.2,78,0,EMP1081,No,
EMP1446,Chatura Chandra,Male,43,Bachelor's,Mumbai,Operations,Mid Operations Specialist,Mid,Full-time,2016-02-03,,8.92,803271,2.8,3.6,79,0,EMP1089,No,
EMP1447,Oeshi Lala,Female,35,Master's,Hyderabad,Finance,Junior Finance Specialist,Junior,Full-time,2018-06-02,2022-04-27,6.59,487650,3.6,3.1,64,1,EMP1041,Yes,Better compensation
